date,city,lat,lon,pm25,pm10,no2,so2,co,o3,temp_c,humidity,wind_speed,rainfall_mm,aqi,risk_label
2024-04-22,Mumbai,19.08,72.88,31.05,50.56,25.96,8.89,1.722,33.67,19.22,74.1,3.46,0.01,54.1,Low
2024-04-23,Mumbai,19.08,72.88,60.66,110.47,40.38,10.52,2.273,44.44,20.94,65.4,0.21,0.08,123.1,Moderate
2024-04-24,Mumbai,19.08,72.88,32.41,41.33,27.79,10.34,1.071,33.74,22.2,60.5,2.87,1.46,56.8,Low
2024-04-25,Mumbai,19.08,72.88,42.71,80.8,41.05,12.04,2.221,44.24,22.85,63.0,1.31,0.64,83.4,Moderate
2024-04-26,Mumbai,19.08,72.88,45.69,77.1,41.42,10.06,1.386,43.03,23.37,87.0,0.95,0.99,86.0,Moderate
2024-04-27,Mumbai,19.08,72.88,18.76,30.89,15.79,10.05,0.912,41.26,24.93,59.5,2.43,0.43,30.0,Low
2024-04-28,Mumbai,19.08,72.88,40.6,67.83,26.28,13.76,1.52,36.17,21.43,87.4,1.96,1.46,65.3,Moderate
2024-04-29,Mumbai,19.08,72.88,32.2,56.56,19.7,12.67,1.664,38.14,21.72,80.9,3.13,2.73,39.0,Low
2024-04-30,Mumbai,19.08,72.88,23.54,33.37,17.38,7.07,1.438,60.82,23.58,63.3,3.75,1.07,46.1,Low
2024-05-01,Mumbai,19.08,72.88,38.04,58.16,30.85,5.28,1.534,41.76,24.65,76.0,0.2,0.19,83.7,Low
2024-05-02,Mumbai,19.08,72.88,34.67,52.55,22.12,11.2,1.885,42.74,25.28,61.1,2.34,1.81,57.1,Low
2024-05-03,Mumbai,19.08,72.88,29.54,59.24,20.06,8.77,1.507,51.73,23.51,50.7,4.78,1.67,63.8,Low
2024-05-04,Mumbai,19.08,72.88,16.81,23.15,19.41,10.69,1.536,47.81,20.13,59.3,3.47,0.35,27.6,Low
2024-05-05,Mumbai,19.08,72.88,6.41,18.44,21.02,13.1,1.736,56.49,29.13,49.9,4.16,3.31,16.5,Low
2024-05-06,Mumbai,19.08,72.88,32.16,50.92,24.37,15.67,1.499,35.26,25.81,71.4,2.55,3.49,53.7,Low
2024-05-07,Mumbai,19.08,72.88,28.73,49.22,23.16,11.42,0.636,36.41,24.92,64.1,0.71,0.33,53.4,Low
2024-05-08,Mumbai,19.08,72.88,16.9,46.54,25.28,12.61,1.008,71.69,24.78,72.6,1.08,5.39,35.1,Low
2024-05-09,Mumbai,19.08,72.88,21.89,19.1,24.83,14.65,0.929,44.6,22.98,76.7,3.28,0.45,15.8,Low
2024-05-10,Mumbai,19.08,72.88,16.78,23.15,22.97,9.54,1.162,43.83,25.1,17.7,3.58,1.6,33.4,Low
2024-05-11,Mumbai,19.08,72.88,27.18,29.87,29.02,11.23,1.372,45.94,23.98,69.3,1.55,2.09,48.0,Low
2024-05-12,Mumbai,19.08,72.88,20.01,31.55,16.89,12.19,0.847,53.64,25.91,37.8,2.11,3.58,14.2,Low
2024-05-13,Mumbai,19.08,72.88,30.16,47.27,26.47,10.65,1.071,35.13,23.74,67.6,2.74,0.26,63.8,Low
2024-05-14,Mumbai,19.08,72.88,39.14,102.75,25.44,10.21,1.507,45.38,22.97,52.1,0.33,0.97,82.7,Low
2024-05-15,Mumbai,19.08,72.88,24.43,38.23,28.44,8.02,1.232,44.94,24.64,67.0,2.01,2.4,48.5,Low
2024-05-16,Mumbai,19.08,72.88,11.25,34.75,22.8,8.88,0.275,51.96,25.59,86.1,4.37,2.15,28.2,Low
2024-05-17,Mumbai,19.08,72.88,16.55,39.52,15.52,7.61,1.411,47.66,25.86,40.2,5.05,1.2,30.2,Low
2024-05-18,Mumbai,19.08,72.88,31.22,40.3,32.35,13.16,1.433,40.67,25.58,68.8,2.3,0.92,47.4,Low
2024-05-19,Mumbai,19.08,72.88,16.65,33.01,14.94,8.45,1.13,38.37,21.71,65.0,4.63,0.67,28.7,Low
2024-05-20,Mumbai,19.08,72.88,36.26,70.47,33.29,15.58,1.611,25.86,26.9,37.9,1.8,0.3,67.8,Low
2024-05-21,Mumbai,19.08,72.88,5.16,9.82,17.67,11.74,0.607,54.83,25.28,76.2,1.46,0.1,31.4,Low
2024-05-22,Mumbai,19.08,72.88,29.3,50.16,20.83,7.12,1.371,33.04,23.64,67.2,0.2,2.6,74.5,Low
2024-05-23,Mumbai,19.08,72.88,14.95,30.33,14.59,12.35,1.399,42.55,23.14,59.2,3.58,1.86,25.1,Low
2024-05-24,Mumbai,19.08,72.88,28.17,34.27,23.22,9.41,1.675,58.52,27.69,56.2,1.98,2.27,47.7,Low
2024-05-25,Mumbai,19.08,72.88,5.0,8.0,16.49,12.19,1.034,43.44,23.17,100.0,5.24,3.7,12.5,Low
2024-05-26,Mumbai,19.08,72.88,29.56,47.21,21.71,12.19,1.31,50.31,27.8,61.4,2.83,0.4,62.0,Low
2024-05-27,Mumbai,19.08,72.88,25.35,40.62,26.49,10.16,1.069,44.19,27.14,40.5,2.66,0.51,41.8,Low
2024-05-28,Mumbai,19.08,72.88,30.68,45.83,18.71,12.76,1.796,51.13,28.67,53.7,0.26,1.87,48.3,Low
2024-05-29,Mumbai,19.08,72.88,13.59,23.08,19.57,7.52,1.224,47.0,26.42,62.3,4.23,1.18,44.8,Low
2024-05-30,Mumbai,19.08,72.88,21.47,29.82,22.37,10.85,1.107,41.4,24.19,62.2,1.99,2.45,50.3,Low
2024-05-31,Mumbai,19.08,72.88,18.07,32.23,11.97,10.68,0.531,56.88,26.9,66.9,2.24,0.24,20.1,Low
2024-06-01,Mumbai,19.08,72.88,35.55,62.0,28.82,10.9,1.258,42.78,27.24,52.6,0.2,0.85,51.9,Low
2024-06-02,Mumbai,19.08,72.88,7.58,13.84,11.29,9.64,0.391,37.57,28.11,76.6,3.54,0.48,10.0,Low
2024-06-03,Mumbai,19.08,72.88,5.0,8.88,4.32,5.41,1.263,45.2,26.75,61.3,3.62,0.23,11.6,Low
2024-06-04,Mumbai,19.08,72.88,19.5,22.72,18.66,11.32,1.245,50.69,27.61,48.3,1.7,2.3,40.8,Low
2024-06-05,Mumbai,19.08,72.88,20.1,24.07,20.76,6.32,0.985,38.56,29.8,56.6,2.54,0.28,33.4,Low
2024-06-06,Mumbai,19.08,72.88,8.45,17.63,22.26,10.41,0.888,54.47,30.17,63.2,2.9,1.86,10.0,Low
2024-06-07,Mumbai,19.08,72.88,21.67,20.6,20.04,11.3,1.991,52.49,28.51,81.9,3.59,4.0,40.7,Low
2024-06-08,Mumbai,19.08,72.88,5.0,9.86,23.85,10.31,1.255,64.87,29.43,76.5,2.56,6.05,15.5,Low
2024-06-09,Mumbai,19.08,72.88,17.64,24.85,28.1,7.96,0.76,42.2,28.96,64.3,4.5,1.19,32.9,Low
2024-06-10,Mumbai,19.08,72.88,27.86,33.92,29.98,19.25,1.319,51.33,29.4,69.8,2.14,2.38,46.3,Low
2024-06-11,Mumbai,19.08,72.88,14.78,32.92,26.54,8.62,0.736,34.75,29.54,72.9,1.7,2.78,35.5,Low
2024-06-12,Mumbai,19.08,72.88,24.41,36.1,25.12,10.67,0.784,42.74,27.32,100.0,1.87,0.25,45.4,Moderate
2024-06-13,Mumbai,19.08,72.88,42.49,73.22,26.98,9.89,1.701,45.37,28.69,60.6,0.2,0.75,71.5,Moderate
2024-06-14,Mumbai,19.08,72.88,23.46,29.45,26.25,14.23,1.977,49.43,28.1,77.0,1.46,0.62,44.1,Low
2024-06-15,Mumbai,19.08,72.88,5.0,9.1,21.37,6.96,1.358,49.03,32.5,81.0,3.64,6.27,10.0,Low
2024-06-16,Mumbai,19.08,72.88,13.1,41.34,20.61,11.95,1.075,46.91,29.05,55.9,2.75,1.02,38.3,Low
2024-06-17,Mumbai,19.08,72.88,41.33,42.63,28.11,9.24,1.516,39.69,27.76,73.2,1.45,0.1,78.9,Moderate
2024-06-18,Mumbai,19.08,72.88,5.0,8.0,8.88,9.2,0.959,44.56,27.58,72.9,2.85,2.11,10.0,Low
2024-06-19,Mumbai,19.08,72.88,32.65,51.34,29.61,10.02,1.757,47.93,28.78,63.5,0.2,5.05,64.3,Low
2024-06-20,Mumbai,19.08,72.88,5.38,16.45,18.47,11.01,0.478,52.55,28.62,79.1,2.09,19.1,23.8,Low
2024-06-21,Mumbai,19.08,72.88,6.53,8.0,10.72,7.64,0.381,52.15,25.58,86.2,3.06,8.84,10.0,Low
2024-06-22,Mumbai,19.08,72.88,5.0,8.0,17.09,5.86,1.453,54.51,23.86,87.8,3.27,5.74,10.0,Low
2024-06-23,Mumbai,19.08,72.88,13.61,34.07,23.17,10.47,1.155,56.81,29.46,68.0,1.5,3.69,44.3,Low
2024-06-24,Mumbai,19.08,72.88,17.48,17.98,20.43,6.17,1.622,32.24,25.42,73.8,3.53,2.97,16.2,Low
2024-06-25,Mumbai,19.08,72.88,7.43,10.84,21.31,5.84,1.019,43.82,27.9,100.0,4.68,2.19,12.1,Low
2024-06-26,Mumbai,19.08,72.88,11.9,10.28,22.73,11.21,1.473,46.77,29.98,54.6,1.92,0.65,10.0,Low
2024-06-27,Mumbai,19.08,72.88,24.5,33.79,16.14,4.95,1.11,42.13,31.06,74.6,3.32,0.58,45.0,Low
2024-06-28,Mumbai,19.08,72.88,17.62,26.96,19.53,11.76,1.299,55.97,31.64,84.6,0.57,0.26,10.0,Low
2024-06-29,Mumbai,19.08,72.88,28.86,60.35,27.34,9.58,1.835,51.96,29.63,73.6,0.2,3.51,42.1,Moderate
2024-06-30,Mumbai,19.08,72.88,5.0,15.65,21.12,5.73,1.201,47.12,27.45,81.3,3.17,6.89,10.0,Low
2024-07-01,Mumbai,19.08,72.88,25.86,34.12,30.85,11.12,1.181,46.53,26.61,74.1,2.49,0.86,49.2,Low
2024-07-02,Mumbai,19.08,72.88,17.4,36.66,11.48,11.38,1.412,56.26,26.97,82.9,2.68,1.21,38.6,Low
2024-07-03,Mumbai,19.08,72.88,27.25,42.09,24.06,8.91,1.148,43.29,28.27,90.8,1.74,3.05,55.9,Low
2024-07-04,Mumbai,19.08,72.88,18.45,31.69,24.84,9.19,0.747,43.51,25.21,68.3,2.08,0.19,46.8,Low
2024-07-05,Mumbai,19.08,72.88,18.04,28.81,27.2,11.93,1.316,54.12,29.22,74.7,3.41,0.95,41.1,Low
2024-07-06,Mumbai,19.08,72.88,5.0,12.7,24.92,10.5,1.314,52.09,29.26,70.9,4.5,1.89,17.4,Low
2024-07-07,Mumbai,19.08,72.88,26.11,38.74,19.37,10.32,1.574,57.75,30.86,65.7,2.18,6.57,39.7,Low
2024-07-08,Mumbai,19.08,72.88,22.52,30.66,20.89,7.92,0.878,49.38,28.64,71.5,0.46,0.05,40.3,Low
2024-07-09,Mumbai,19.08,72.88,16.54,30.65,15.44,6.83,1.388,53.4,30.36,54.9,3.97,0.62,63.4,Low
2024-07-10,Mumbai,19.08,72.88,15.52,24.95,24.32,7.72,1.312,42.66,27.3,83.1,3.16,0.37,51.7,Low
2024-07-11,Mumbai,19.08,72.88,9.5,10.05,11.64,10.75,0.854,40.19,27.14,97.4,3.26,4.16,25.0,Low
2024-07-12,Mumbai,19.08,72.88,7.72,27.12,23.39,10.28,0.217,46.72,24.54,97.5,2.66,3.19,24.7,Low
2024-07-13,Mumbai,19.08,72.88,5.0,8.0,21.22,9.24,1.201,27.96,28.66,91.1,5.23,4.45,19.0,Low
2024-07-14,Mumbai,19.08,72.88,5.0,12.99,19.0,12.33,1.163,52.8,33.2,57.5,2.53,3.36,10.0,Low
2024-07-15,Mumbai,19.08,72.88,5.0,9.81,5.88,7.53,1.048,55.72,28.58,94.8,3.06,3.78,28.8,Low
2024-07-16,Mumbai,19.08,72.88,31.69,59.48,22.6,9.97,0.92,46.82,30.66,61.3,0.21,4.69,58.6,Low
2024-07-17,Mumbai,19.08,72.88,7.33,8.0,21.11,7.52,0.504,46.03,27.48,71.2,1.74,0.31,12.2,Low
2024-07-18,Mumbai,19.08,72.88,32.23,72.66,19.13,16.53,1.745,54.58,30.88,99.7,1.61,1.03,87.1,Low
2024-07-19,Mumbai,19.08,72.88,8.05,11.38,16.48,2.86,1.2,47.68,28.67,55.9,2.4,7.71,10.0,Low
2024-07-20,Mumbai,19.08,72.88,11.24,9.83,18.27,9.84,1.172,55.71,30.37,84.6,2.86,0.27,23.2,Low
2024-07-21,Mumbai,19.08,72.88,15.95,24.27,24.82,10.75,1.045,64.24,29.39,76.2,1.54,2.52,13.2,Low
2024-07-22,Mumbai,19.08,72.88,7.13,30.61,18.74,8.78,1.06,53.31,27.58,69.7,4.52,0.32,10.8,Low
2024-07-23,Mumbai,19.08,72.88,21.44,44.2,23.71,16.66,1.068,54.88,32.08,58.8,1.16,0.46,41.9,Low
2024-07-24,Mumbai,19.08,72.88,15.87,19.35,18.23,12.81,1.024,51.13,29.07,78.3,1.9,1.05,25.5,Low
2024-07-25,Mumbai,19.08,72.88,10.97,15.91,18.71,11.18,0.761,50.05,30.05,65.0,2.72,3.55,22.1,Low
2024-07-26,Mumbai,19.08,72.88,31.16,60.32,25.09,8.48,1.5,48.04,29.45,87.6,0.94,3.93,54.1,Low
2024-07-27,Mumbai,19.08,72.88,16.78,19.92,24.31,11.0,1.011,47.56,28.35,90.2,3.12,0.98,29.5,Low
2024-07-28,Mumbai,19.08,72.88,13.92,21.73,18.83,8.25,1.362,55.99,29.57,51.1,3.2,5.56,14.7,Low
2024-07-29,Mumbai,19.08,72.88,19.07,26.17,26.62,9.94,1.396,35.12,30.58,64.2,2.09,3.7,31.6,Low
2024-07-30,Mumbai,19.08,72.88,5.0,25.35,8.21,8.98,0.658,46.27,28.67,67.0,4.73,6.54,10.0,Low
2024-07-31,Mumbai,19.08,72.88,5.0,8.0,22.52,7.05,1.448,53.81,30.23,54.0,2.54,3.79,15.8,Low
2024-08-01,Mumbai,19.08,72.88,19.44,44.02,20.81,11.65,0.854,40.41,28.69,54.9,2.78,1.34,26.9,Low
2024-08-02,Mumbai,19.08,72.88,26.05,41.69,29.53,15.14,1.455,44.63,26.11,72.9,1.29,6.45,56.5,Low
2024-08-03,Mumbai,19.08,72.88,20.65,22.64,22.48,12.92,1.536,41.21,27.93,68.4,0.43,1.47,33.2,Low
2024-08-04,Mumbai,19.08,72.88,21.23,47.75,26.49,10.66,1.607,50.26,29.33,46.7,1.68,4.01,40.2,Low
2024-08-05,Mumbai,19.08,72.88,29.04,58.75,32.39,5.37,0.722,52.76,29.48,63.4,2.05,2.11,69.5,Low
2024-08-06,Mumbai,19.08,72.88,18.31,16.26,18.51,12.84,1.465,58.8,30.99,79.1,1.89,4.59,33.3,Low
2024-08-07,Mumbai,19.08,72.88,19.96,42.0,22.22,12.98,1.564,50.01,26.49,53.2,3.36,1.63,21.4,Low
2024-08-08,Mumbai,19.08,72.88,34.05,55.63,25.92,10.8,1.911,40.27,29.87,57.4,0.2,0.21,70.2,Low
2024-08-09,Mumbai,19.08,72.88,6.89,8.0,18.28,7.28,0.273,48.43,23.26,95.0,1.08,6.72,10.0,Low
2024-08-10,Mumbai,19.08,72.88,21.29,33.12,14.29,11.93,1.024,50.16,25.75,90.8,0.25,2.7,43.0,Low
2024-08-11,Mumbai,19.08,72.88,5.0,10.57,15.75,6.16,0.87,59.2,28.98,46.7,4.05,1.84,10.0,Low
2024-08-12,Mumbai,19.08,72.88,27.36,46.75,23.19,12.93,1.214,28.64,25.23,50.6,1.76,0.06,39.0,Low
2024-08-13,Mumbai,19.08,72.88,8.49,10.94,13.93,5.75,1.371,49.6,24.67,76.5,1.82,9.09,16.2,Low
2024-08-14,Mumbai,19.08,72.88,21.28,25.06,21.33,7.48,1.022,33.05,29.82,52.9,1.12,3.01,35.7,Low
2024-08-15,Mumbai,19.08,72.88,5.0,8.0,8.97,8.5,1.268,53.85,28.9,66.8,3.52,6.28,29.1,Low
2024-08-16,Mumbai,19.08,72.88,21.95,26.05,29.43,6.04,1.407,50.0,28.61,63.8,1.94,0.62,35.7,Low
2024-08-17,Mumbai,19.08,72.88,10.26,14.91,20.64,8.99,0.57,50.93,26.41,78.8,2.71,5.42,38.3,Low
2024-08-18,Mumbai,19.08,72.88,34.45,51.52,36.2,12.9,1.192,53.91,34.58,32.4,0.2,3.59,78.8,Low
2024-08-19,Mumbai,19.08,72.88,12.32,20.84,14.83,5.48,0.906,50.82,29.63,37.2,3.85,7.88,17.5,Low
2024-08-20,Mumbai,19.08,72.88,19.03,26.11,15.73,12.48,1.21,41.6,27.43,51.7,2.91,0.27,27.3,Low
2024-08-21,Mumbai,19.08,72.88,16.69,18.01,22.07,8.05,1.431,50.46,30.76,85.2,3.1,2.88,43.1,Low
2024-08-22,Mumbai,19.08,72.88,8.34,21.03,9.51,10.34,0.912,57.39,29.44,67.6,3.92,6.1,15.9,Low
2024-08-23,Mumbai,19.08,72.88,22.37,55.96,23.78,10.8,1.52,45.66,28.56,44.1,2.21,1.8,48.3,Low
2024-08-24,Mumbai,19.08,72.88,28.5,53.01,21.34,9.53,0.898,46.57,29.96,77.0,2.24,3.51,53.4,Low
2024-08-25,Mumbai,19.08,72.88,5.0,8.0,14.93,6.99,0.1,38.74,27.66,80.1,3.3,0.45,10.0,Low
2024-08-26,Mumbai,19.08,72.88,17.77,35.5,22.31,4.93,1.054,56.08,29.26,65.7,2.95,0.0,31.5,Low
2024-08-27,Mumbai,19.08,72.88,26.34,50.35,24.28,8.64,1.464,42.25,28.43,64.3,2.15,0.73,42.4,Low
2024-08-28,Mumbai,19.08,72.88,31.62,43.74,35.1,8.96,1.324,38.95,25.25,75.7,2.49,0.31,43.9,Low
2024-08-29,Mumbai,19.08,72.88,16.71,26.5,23.8,14.27,0.831,43.7,28.58,87.1,1.83,1.32,28.8,Low
2024-08-30,Mumbai,19.08,72.88,18.03,30.02,14.76,12.64,1.287,40.13,27.67,71.1,3.3,3.91,52.2,Low
2024-08-31,Mumbai,19.08,72.88,16.07,39.3,25.29,5.72,1.701,44.17,24.96,76.7,3.56,4.58,49.3,Low
2024-09-01,Mumbai,19.08,72.88,15.31,30.62,13.57,11.76,1.075,56.17,25.8,67.9,2.45,0.8,29.7,Low
2024-09-02,Mumbai,19.08,72.88,5.0,8.0,17.01,9.1,0.682,54.59,29.4,62.7,4.7,1.7,10.6,Low
2024-09-03,Mumbai,19.08,72.88,32.67,47.3,20.1,10.17,1.2,55.95,27.06,54.5,0.59,0.19,66.5,Low
2024-09-04,Mumbai,19.08,72.88,13.24,16.33,15.37,10.6,1.655,58.32,26.91,72.0,2.16,4.44,37.6,Low
2024-09-05,Mumbai,19.08,72.88,12.91,24.3,25.83,11.5,1.046,40.62,28.45,63.5,4.5,6.83,28.4,Low
2024-09-06,Mumbai,19.08,72.88,20.58,44.34,19.28,8.43,1.395,50.0,27.26,64.2,1.93,1.39,36.8,Low
2024-09-07,Mumbai,19.08,72.88,44.33,59.33,27.15,11.64,2.053,54.12,22.98,81.6,0.52,4.4,78.6,Moderate
2024-09-08,Mumbai,19.08,72.88,13.02,22.19,16.6,9.75,1.384,64.71,27.54,74.8,4.12,0.05,36.2,Low
2024-09-09,Mumbai,19.08,72.88,10.6,14.44,16.99,6.27,0.735,36.67,27.75,80.4,3.1,6.89,45.4,Low
2024-09-10,Mumbai,19.08,72.88,30.99,45.94,32.79,11.6,1.707,35.03,29.34,43.5,1.01,0.63,52.3,Low
2024-09-11,Mumbai,19.08,72.88,10.96,21.12,12.83,8.85,1.272,51.43,29.14,75.4,3.37,2.3,10.0,Low
2024-09-12,Mumbai,19.08,72.88,35.4,70.4,21.1,9.61,1.655,42.32,27.39,58.0,1.21,3.69,78.5,Low
2024-09-13,Mumbai,19.08,72.88,49.82,79.4,35.12,10.6,2.099,36.12,28.27,54.5,0.83,0.34,94.5,Moderate
2024-09-14,Mumbai,19.08,72.88,21.59,24.59,14.49,11.0,1.063,49.9,29.83,53.7,2.26,2.26,40.5,Low
2024-09-15,Mumbai,19.08,72.88,34.96,67.89,25.24,13.94,1.477,38.01,24.41,84.5,1.86,0.74,81.5,Moderate
2024-09-16,Mumbai,19.08,72.88,29.29,57.44,30.65,11.85,1.228,28.54,28.64,78.6,1.12,0.1,58.7,Low
2024-09-17,Mumbai,19.08,72.88,33.07,54.58,26.39,8.89,1.689,45.62,29.69,55.2,2.0,2.14,50.3,Low
2024-09-18,Mumbai,19.08,72.88,54.27,90.75,31.43,15.52,1.689,44.12,27.99,48.7,1.23,2.46,85.2,Low
2024-09-19,Mumbai,19.08,72.88,17.58,27.01,17.45,10.22,1.27,52.04,29.13,65.8,2.51,0.94,32.8,Low
2024-09-20,Mumbai,19.08,72.88,40.31,73.3,24.38,13.68,1.278,51.56,27.39,58.5,2.42,0.97,67.3,Low
2024-09-21,Mumbai,19.08,72.88,30.54,47.03,22.57,14.31,1.374,45.2,22.23,90.1,3.34,0.64,60.9,Low
2024-09-22,Mumbai,19.08,72.88,14.82,17.15,20.66,6.93,0.988,45.45,28.49,43.1,1.9,0.11,14.2,Low
2024-09-23,Mumbai,19.08,72.88,28.12,44.37,30.78,10.41,1.328,40.4,27.03,37.4,0.84,1.98,50.1,Low
2024-09-24,Mumbai,19.08,72.88,33.07,68.7,31.14,9.62,1.501,32.07,25.9,60.8,0.86,0.9,51.7,Low
2024-09-25,Mumbai,19.08,72.88,42.48,63.08,26.87,9.78,1.594,40.11,25.07,64.6,2.15,0.01,76.7,Moderate
2024-09-26,Mumbai,19.08,72.88,17.78,36.0,17.4,15.4,1.09,54.2,27.27,66.3,4.29,0.91,30.9,Low
2024-09-27,Mumbai,19.08,72.88,25.91,49.84,27.29,13.22,0.697,50.09,25.07,75.4,3.46,0.14,57.1,Low
2024-09-28,Mumbai,19.08,72.88,38.77,60.44,19.38,6.91,1.907,58.41,21.46,95.0,1.67,1.55,87.2,Low
2024-09-29,Mumbai,19.08,72.88,23.51,43.5,20.84,11.54,1.083,44.32,25.52,58.6,3.58,0.76,44.2,Low
2024-09-30,Mumbai,19.08,72.88,43.79,74.63,28.5,10.81,1.602,29.99,26.03,55.3,1.05,1.5,76.1,Moderate
2024-10-01,Mumbai,19.08,72.88,24.63,45.67,17.91,13.68,1.044,51.2,23.91,36.9,3.66,0.72,67.8,Low
2024-10-02,Mumbai,19.08,72.88,47.14,79.32,26.35,12.94,2.042,50.25,22.87,66.8,1.98,0.61,94.6,Moderate
2024-10-03,Mumbai,19.08,72.88,24.01,28.13,24.89,9.9,1.009,35.57,22.39,75.7,3.37,0.03,49.9,Low
2024-10-04,Mumbai,19.08,72.88,45.13,58.69,22.39,12.91,1.854,30.13,22.65,58.8,3.19,0.76,89.7,Low
2024-10-05,Mumbai,19.08,72.88,30.35,59.78,20.86,12.11,1.76,45.31,23.36,80.2,2.11,1.62,74.7,Low
2024-10-06,Mumbai,19.08,72.88,23.86,44.31,19.9,10.46,1.771,50.85,25.44,62.8,2.84,0.05,56.8,Low
2024-10-07,Mumbai,19.08,72.88,49.46,86.94,32.46,12.32,2.146,34.45,25.95,84.8,1.16,1.56,103.0,Moderate
2024-10-08,Mumbai,19.08,72.88,40.37,62.99,22.1,11.64,1.793,41.13,25.31,66.9,2.35,2.47,84.6,Moderate
2024-10-09,Mumbai,19.08,72.88,13.48,30.98,24.82,10.78,0.711,40.66,25.88,45.8,3.75,1.09,18.9,Low
2024-10-10,Mumbai,19.08,72.88,10.44,9.36,16.86,5.87,1.396,37.8,25.69,51.9,7.37,0.93,12.2,Low
2024-10-11,Mumbai,19.08,72.88,22.37,42.97,21.27,10.23,1.604,35.86,26.62,38.3,3.29,0.97,43.1,Low
2024-10-12,Mumbai,19.08,72.88,26.51,39.49,22.21,10.31,1.582,45.54,23.22,35.0,2.55,1.75,51.0,Low
2024-10-13,Mumbai,19.08,72.88,48.17,95.7,28.25,11.45,2.005,39.61,23.73,64.9,1.23,1.8,96.1,Moderate
2024-10-14,Mumbai,19.08,72.88,24.58,56.31,18.48,12.52,1.315,39.3,22.41,73.7,3.72,1.61,53.4,Low
2024-10-15,Mumbai,19.08,72.88,53.93,79.24,39.25,9.77,1.725,21.01,20.56,89.8,0.45,2.52,102.1,Moderate
2024-10-16,Mumbai,19.08,72.88,43.77,84.19,31.03,11.35,2.001,55.51,21.29,59.4,1.48,0.46,82.4,Moderate
2024-10-17,Mumbai,19.08,72.88,54.58,84.94,33.26,11.07,2.274,33.84,21.2,56.5,2.88,0.85,87.9,Moderate
2024-10-18,Mumbai,19.08,72.88,49.35,89.73,36.88,14.46,1.477,40.83,22.2,43.2,0.99,1.1,105.0,Low
2024-10-19,Mumbai,19.08,72.88,14.98,26.13,16.43,8.18,1.375,35.53,18.57,74.4,4.3,3.18,34.8,Low
2024-10-20,Mumbai,19.08,72.88,21.39,22.2,25.28,10.27,1.303,47.62,22.4,65.3,3.76,0.46,29.6,Low
2024-10-21,Mumbai,19.08,72.88,38.23,61.14,28.18,12.9,1.832,31.37,21.93,50.3,1.76,2.48,78.1,Low
2024-10-22,Mumbai,19.08,72.88,49.01,77.48,27.45,8.42,1.865,42.28,21.09,69.3,1.78,0.06,97.6,Moderate
2024-10-23,Mumbai,19.08,72.88,53.66,108.29,37.21,14.63,2.208,39.79,21.53,67.2,0.86,0.32,108.0,Moderate
2024-10-24,Mumbai,19.08,72.88,60.29,81.13,28.4,11.93,2.315,48.31,23.99,30.6,0.76,3.32,94.1,Low
2024-10-25,Mumbai,19.08,72.88,40.71,60.61,32.13,11.36,1.883,33.47,19.28,69.5,2.98,3.41,65.0,Moderate
2024-10-26,Mumbai,19.08,72.88,37.71,73.73,23.51,11.45,1.145,37.57,20.57,60.2,3.2,0.14,68.8,Low
2024-10-27,Mumbai,19.08,72.88,40.77,76.51,30.95,14.34,1.865,39.6,17.84,52.1,2.87,1.31,96.4,Low
2024-10-28,Mumbai,19.08,72.88,42.19,69.49,36.23,14.29,1.662,56.85,16.51,51.5,2.76,1.64,72.6,Low
2024-10-29,Mumbai,19.08,72.88,53.22,89.38,36.08,18.27,1.532,28.14,15.32,83.8,1.77,0.17,99.3,Low
2024-10-30,Mumbai,19.08,72.88,50.96,73.45,29.52,13.59,2.035,43.93,22.31,80.4,2.88,0.26,84.9,Low
2024-10-31,Mumbai,19.08,72.88,63.54,113.48,36.75,13.02,1.666,33.33,15.24,84.6,0.67,1.59,119.2,Moderate
2024-11-01,Mumbai,19.08,72.88,43.47,73.44,28.05,10.94,1.941,44.72,21.95,39.8,2.45,0.11,87.4,Moderate
2024-11-02,Mumbai,19.08,72.88,17.95,38.11,15.15,11.63,1.669,50.34,23.46,47.0,4.22,1.17,15.4,Low
2024-11-03,Mumbai,19.08,72.88,28.28,50.5,19.08,15.32,1.22,43.84,18.3,70.2,4.04,0.02,26.8,Low
2024-11-04,Mumbai,19.08,72.88,54.3,81.13,33.85,14.38,2.165,43.86,23.94,38.3,1.89,0.87,109.5,Moderate
2024-11-05,Mumbai,19.08,72.88,31.21,47.43,28.2,9.5,1.564,46.28,23.89,45.4,2.04,0.5,59.5,Moderate
2024-11-06,Mumbai,19.08,72.88,36.18,58.71,18.6,12.39,1.723,38.83,22.78,28.9,4.1,0.07,63.3,Low
2024-11-07,Mumbai,19.08,72.88,37.76,48.99,27.48,12.49,1.157,41.5,22.77,83.6,4.6,4.42,79.6,Low
2024-11-08,Mumbai,19.08,72.88,56.41,105.82,36.85,13.73,2.115,27.72,19.74,71.6,0.64,0.8,120.8,Moderate
2024-11-09,Mumbai,19.08,72.88,39.93,62.27,29.12,9.91,1.644,38.6,17.37,62.3,1.93,1.01,55.1,Low
2024-11-10,Mumbai,19.08,72.88,59.66,90.17,30.55,6.85,2.22,34.23,19.94,58.5,2.73,0.47,111.6,Moderate
2024-11-11,Mumbai,19.08,72.88,53.34,102.64,38.37,11.83,1.876,38.32,18.37,48.8,3.91,1.64,116.7,Moderate
